"Make","Model","Year","Engine_Fuel_Type","Engine_HP","Engine_Cylinders","Transmission_Type","Driven_Wheels","Number_of_Doors","Market_Category","Vehicle_Size","Vehicle_Style","highway_MPG","city_mpg","Popularity","MSRP","Factory_Tuner","Luxury","Performance","Flex_Fuel","Hatchback","Hybrid","Diesel","Exotic","Crossover","Age","log_MSRP","obs_number"
"Chevrolet","Aveo","2010","regular",108,"4","MANUAL","front wheel drive",4,"Hatchback","Compact","car",35,27,1385,13910,0,0,0,0,1,0,0,0,0,8,9.54036328491749,742
"Chevrolet","Aveo","2010","regular",108,"4","MANUAL","front wheel drive",4,"N/A","Compact","car",35,27,1385,13810,0,0,0,0,0,0,0,0,0,8,9.53314824640334,743
"Chevrolet","Aveo","2011","regular",108,"4","MANUAL","front wheel drive",4,"Hatchback","Compact","car",35,27,1385,13910,0,0,0,0,1,0,0,0,0,7,9.54036328491749,744
"Chevrolet","Aveo","2011","regular",108,"4","MANUAL","front wheel drive",4,"N/A","Compact","car",35,27,1385,13810,0,0,0,0,0,0,0,0,0,7,9.53314824640334,745
"Lincoln","Aviator","2003","regular",302,"8","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","suv",17,12,61,43780,0,1,0,0,0,0,0,0,0,15,10.6869323710769,746
"Lincoln","Aviator","2004","regular",302,"8","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","suv",16,12,61,44472.5,0,1,0,0,0,0,0,0,0,14,10.7026262995994,748
"Lincoln","Aviator","2004","regular",302,"8","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","suv",17,12,61,41522.5,0,1,0,0,0,0,0,0,0,14,10.6339907279732,749
"Lincoln","Aviator","2005","regular",302,"8","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","suv",17,11,61,40635,0,1,0,0,0,0,0,0,0,13,10.6123850431873,750
"Hyundai","Azera","2015","regular",293,"6","AUTOMATIC","front wheel drive",4,"Performance","Midsize","car",28,19,1439,38200,0,0,1,0,0,0,0,0,0,3,10.5505907945947,752
"Hyundai","Azera","2017","regular",293,"6","AUTOMATIC","front wheel drive",4,"Performance","Midsize","car",28,20,1439,34100,0,0,1,0,0,0,0,0,0,1,10.4370526632716,756
"Hyundai","Azera","2017","regular",293,"6","AUTOMATIC","front wheel drive",4,"Performance","Midsize","car",28,19,1439,39300,0,0,1,0,0,0,0,0,0,1,10.5789797978574,757
"Pontiac","Aztek","2003","regular",185,"6","AUTOMATIC","all wheel drive",4,"Crossover","Midsize","suv",22,16,210,23820,0,0,0,0,0,0,0,0,1,15,10.0782808429093,758
"Pontiac","Aztek","2003","regular",185,"6","AUTOMATIC","front wheel drive",4,"Crossover","Midsize","suv",24,17,210,20870,0,0,0,0,0,0,0,0,1,15,9.94606800007125,759
"Pontiac","Aztek","2004","regular",185,"6","AUTOMATIC","all wheel drive",4,"Crossover","Midsize","suv",22,16,210,24190,0,0,0,0,0,0,0,0,1,14,10.0936946036041,760
"Pontiac","Aztek","2004","regular",185,"6","AUTOMATIC","front wheel drive",4,"Crossover","Midsize","suv",24,17,210,21275,0,0,0,0,0,0,0,0,1,14,9.96528795344157,761
"Pontiac","Aztek","2005","regular",185,"6","AUTOMATIC","all wheel drive",4,"Crossover","Midsize","suv",22,16,210,24445,0,0,0,0,0,0,0,0,1,13,10.1041809750127,762
"Pontiac","Aztek","2005","regular",185,"6","AUTOMATIC","front wheel drive",4,"Crossover","Midsize","suv",24,17,210,21530,0,0,0,0,0,0,0,0,1,13,9.97720259035841,763
"Bentley","Azure T","2010","regular",500,"8","AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,High-Performance","Large","car",15,9,520,363000,0,1,1,0,0,0,0,1,0,8,12.802158113247,764
"Bentley","Azure","2007","regular",450,"8","AUTOMATIC","rear wheel drive",2,"Exotic,Luxury","Large","car",15,10,520,329990,0,1,0,0,0,0,0,1,0,11,12.7068176299532,765
"Bentley","Azure","2008","regular",450,"8","AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,Performance","Large","car",15,9,520,329990,0,1,1,0,0,0,0,1,0,10,12.7068176299532,766
"Bentley","Azure","2009","regular",450,"8","AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,Performance","Large","car",15,9,520,334990,0,1,1,0,0,0,0,1,0,9,12.7218559596154,767
"Mazda","B-Series Truck","2007","regular",207,"6","AUTOMATIC","four wheel drive",4,"N/A","Compact","truck",17,14,586,26590,0,0,0,0,0,0,0,0,0,11,10.1882904842371,768
"Mazda","B-Series Truck","2007","regular",148,"6","MANUAL","rear wheel drive",2,"N/A","Compact","truck",21,16,586,19675,0,0,0,0,0,0,0,0,0,11,9.8871040732856,769
"Mazda","B-Series Truck","2007","regular",143,"4","MANUAL","rear wheel drive",2,"N/A","Compact","truck",26,21,586,15535,0,0,0,0,0,0,0,0,0,11,9.65085082182715,770
"Mazda","B-Series Truck","2008","regular",207,"6","AUTOMATIC","four wheel drive",4,"N/A","Compact","truck",17,14,586,26590,0,0,0,0,0,0,0,0,0,10,10.1882904842371,773
"Mazda","B-Series Truck","2008","regular",207,"6","MANUAL","four wheel drive",4,"N/A","Compact","truck",19,15,586,22045,0,0,0,0,0,0,0,0,0,10,10.000841097792,774
"Mazda","B-Series Truck","2008","regular",143,"4","MANUAL","rear wheel drive",2,"N/A","Compact","truck",26,21,586,15535,0,0,0,0,0,0,0,0,0,10,9.65085082182715,775
"Mazda","B-Series Truck","2009","regular",207,"6","MANUAL","four wheel drive",4,"N/A","Compact","truck",19,15,586,22150,0,0,0,0,0,0,0,0,0,9,10.0055927754733,777
"Mazda","B-Series","2001","regular",150,"6","MANUAL","four wheel drive",2,"N/A","Compact","truck",19,15,586,19195,0,0,0,0,0,0,0,0,0,17,9.8624051074349,778
"Mazda","B-Series","2001","regular",150,"6","MANUAL","rear wheel drive",2,"N/A","Compact","truck",21,15,586,16221.25,0,0,0,0,0,0,0,0,0,17,9.69407739005144,779
"Mazda","B-Series","2001","regular",150,"6","MANUAL","rear wheel drive",4,"N/A","Compact","truck",21,15,586,18485,0,0,0,0,0,0,0,0,0,17,9.82471487137073,780
"Mazda","B-Series","2001","regular",119,"4","MANUAL","rear wheel drive",2,"N/A","Compact","truck",24,19,586,13445,0,0,0,0,0,0,0,0,0,17,9.50636256870296,781
"Mazda","B-Series","2001","regular",207,"6","MANUAL","rear wheel drive",4,"N/A","Compact","truck",20,16,586,19340,0,0,0,0,0,0,0,0,0,17,9.86993076900728,782
"Mazda","B-Series","2001","regular",140,"4","MANUAL","rear wheel drive",2,"N/A","Compact","truck",26,21,586,13595,0,0,0,0,0,0,0,0,0,17,9.51745735706657,783
"Mazda","B-Series","2001","regular",207,"6","MANUAL","four wheel drive",4,"N/A","Compact","truck",18,14,586,22085,0,0,0,0,0,0,0,0,0,17,10.0026539240306,784
"Subaru","B9 Tribeca","2006","regular",250,"6","AUTOMATIC","all wheel drive",4,"Crossover","Midsize","suv",21,16,640,34117.2222222222,0,0,0,0,0,0,0,0,1,12,10.4375575862816,785
"Subaru","B9 Tribeca","2007","regular",245,"6","AUTOMATIC","all wheel drive",4,"Crossover","Midsize","suv",21,16,640,33609.2857142857,0,0,0,0,0,0,0,0,1,11,10.422557668315,786
"Subaru","Baja","2004","regular",165,"4","AUTOMATIC","all wheel drive",4,"Crossover","Compact","truck",25,19,640,22795,0,0,0,0,0,0,0,0,1,14,10.0342964926475,787
"Subaru","Baja","2004","regular",210,"4","MANUAL","all wheel drive",4,"Crossover","Compact","truck",22,16,640,23995,0,0,0,0,0,0,0,0,1,14,10.0856007542923,788
"Subaru","Baja","2004","regular",210,"4","AUTOMATIC","all wheel drive",4,"Crossover","Compact","truck",21,16,640,25645,0,0,0,0,0,0,0,0,1,14,10.1521038998234,789
"Subaru","Baja","2004","regular",165,"4","MANUAL","all wheel drive",4,"Crossover","Compact","truck",25,19,640,21995,0,0,0,0,0,0,0,0,1,14,9.99857043378282,790
"Subaru","Baja","2005","regular",165,"4","MANUAL","all wheel drive",4,"Crossover","Compact","truck",25,19,640,22345,0,0,0,0,0,0,0,0,1,13,10.0143578613676,791
"Subaru","Baja","2005","regular",210,"4","MANUAL","all wheel drive",4,"Crossover","Compact","truck",23,17,640,24345,0,0,0,0,0,0,0,0,1,13,10.1000817686168,792
"Subaru","Baja","2005","regular",210,"4","AUTOMATIC","all wheel drive",4,"Crossover","Compact","truck",21,16,640,26295,0,0,0,0,0,0,0,0,1,13,10.1771340860234,793
"Subaru","Baja","2006","regular",210,"4","MANUAL","all wheel drive",4,"Crossover","Compact","truck",23,17,640,24595,0,0,0,0,0,0,0,0,1,12,10.1102984492294,795
"Subaru","Baja","2006","regular",210,"4","AUTOMATIC","all wheel drive",4,"Crossover","Compact","truck",21,16,640,26545,0,0,0,0,0,0,0,0,1,12,10.1865966850178,797
"Subaru","Baja","2006","regular",165,"4","AUTOMATIC","all wheel drive",4,"Crossover","Compact","truck",25,19,640,23295,0,0,0,0,0,0,0,0,1,12,10.0559940242509,798
"Volkswagen","Beetle Convertible","2014","regular",170,"4","AUTOMATIC","front wheel drive",2,"N/A","Compact","car",32,24,873,28153.75,0,0,0,0,0,0,0,0,0,4,10.2454358396156,799
"Volkswagen","Beetle Convertible","2014","regular",170,"5","AUTOMATIC","front wheel drive",2,"N/A","Compact","car",27,21,873,27286.6666666667,0,0,0,0,0,0,0,0,0,4,10.2141534613783,801
"Volkswagen","Beetle Convertible","2014","diesel",140,"4","AUTOMATED_MANUAL","front wheel drive",2,"Diesel","Compact","car",41,28,873,31315,0,0,0,0,0,0,1,0,0,4,10.3518524949595,802
"Volkswagen","Beetle Convertible","2014","regular",210,"4","MANUAL","front wheel drive",2,"Performance","Compact","car",31,23,873,31295,0,0,1,0,0,0,0,0,0,4,10.3512136193588,803
"Volkswagen","Beetle Convertible","2014","diesel",140,"4","MANUAL","front wheel drive",2,"Diesel","Compact","car",41,28,873,29495,0,0,0,0,0,0,1,0,0,4,10.2919760364372,804
"Volkswagen","Beetle Convertible","2015","diesel",150,"4","MANUAL","front wheel drive",2,"Diesel","Compact","car",40,30,873,30047.5,0,0,0,0,0,0,1,0,0,3,10.3105347418269,805
"Volkswagen","Beetle Convertible","2015","regular",210,"4","AUTOMATED_MANUAL","front wheel drive",2,"Performance","Compact","car",29,23,873,33331,0,0,1,0,0,0,0,0,0,3,10.414243173852,806
"Volkswagen","Beetle Convertible","2015","diesel",150,"4","AUTOMATED_MANUAL","front wheel drive",2,"Diesel","Compact","car",40,30,873,31147.5,0,0,0,0,0,0,1,0,0,3,10.346489264173,808
"Volkswagen","Beetle Convertible","2015","regular",170,"4","AUTOMATIC","front wheel drive",2,"N/A","Compact","car",32,24,873,27846.6666666667,0,0,0,0,0,0,0,0,0,3,10.2344685493831,809
"Volkswagen","Beetle Convertible","2016","regular",210,"4","MANUAL","front wheel drive",2,"Performance","Compact","car",31,23,873,32103.3333333333,0,0,1,0,0,0,0,0,0,2,10.3767151458868,810
"Volkswagen","Beetle Convertible","2016","regular",170,"4","AUTOMATIC","front wheel drive",2,"N/A","Compact","car",34,25,873,27513.75,0,0,0,0,0,0,0,0,0,2,10.2224411586963,811
"Volkswagen","Beetle Convertible","2016","regular",210,"4","AUTOMATED_MANUAL","front wheel drive",2,"Performance","Compact","car",31,23,873,33203.3333333333,0,0,1,0,0,0,0,0,0,2,10.4104055514711,812
"Volkswagen","Beetle","2015","diesel",150,"4","AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Diesel","Compact","car",41,31,873,27690,0,0,0,0,1,0,1,0,0,3,10.228826616165,813
"Volkswagen","Beetle","2015","regular",210,"4","AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","car",30,24,873,29928,0,0,1,0,1,0,0,0,0,3,10.306549776028,814
"Volkswagen","Beetle","2015","regular",170,"4","AUTOMATIC","front wheel drive",2,"Hatchback","Compact","car",33,25,873,24010,0,0,0,0,1,0,0,0,0,3,10.0862256892153,815
"Volkswagen","Beetle","2015","regular",210,"4","MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","car",31,23,873,28828,0,0,1,0,1,0,0,0,0,3,10.2691024160443,816
"Volkswagen","Beetle","2015","regular",170,"4","MANUAL","front wheel drive",2,"Hatchback","Compact","car",33,24,873,23673,0,0,0,0,1,0,0,0,0,3,10.0720904371891,817
"Volkswagen","Beetle","2015","diesel",150,"4","MANUAL","front wheel drive",2,"Hatchback,Diesel","Compact","car",41,31,873,26590,0,0,0,0,1,0,1,0,0,3,10.1882904842371,818
"Volkswagen","Beetle","2016","regular",210,"4","MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","car",31,23,873,28722.5,0,0,1,0,1,0,0,0,0,2,10.2654360667275,819
"Volkswagen","Beetle","2016","regular",210,"4","AUTOMATED_MANUAL","front wheel drive",2,"Hatchback,Performance","Compact","car",31,24,873,29822.5,0,0,1,0,1,0,0,0,0,2,10.3030184211561,820
"Volkswagen","Beetle","2016","regular",170,"4","MANUAL","front wheel drive",2,"Hatchback","Compact","car",34,24,873,21350,0,0,0,0,1,0,0,0,0,2,9.96880701865677,822
"Volkswagen","Beetle","2016","regular",170,"4","AUTOMATIC","front wheel drive",2,"Hatchback","Compact","car",31,24,873,23995,0,0,0,0,1,0,0,0,0,2,10.0856007542923,823
"Volkswagen","Beetle","2017","regular",170,"4","AUTOMATIC","front wheel drive",2,"Hatchback","Compact","car",33,24,873,22157,0,0,0,0,1,0,0,0,0,1,10.0059087526353,824
"Volkswagen","Beetle","2017","regular",170,"4","AUTOMATIC","front wheel drive",2,"Hatchback","Compact","car",31,24,873,23995,0,0,0,0,1,0,0,0,0,1,10.0856007542923,825
"Chevrolet","Black Diamond Avalanche","2013","flex",320,"8","AUTOMATIC","four wheel drive",4,"Crossover,Flex Fuel","Large","truck",21,15,1385,42863.3333333333,0,0,0,1,0,0,0,0,1,5,10.6657720385964,827
"Lincoln","Blackwood","2002","regular",300,"8","AUTOMATIC","rear wheel drive",4,"Luxury","Large","truck",15,11,61,51785,0,1,0,0,0,0,0,0,0,16,10.854855811023,829
"Chevrolet","Blazer","2003","regular",190,"6","MANUAL","rear wheel drive",2,"N/A","Compact","suv",20,14,1385,21795,0,0,0,0,0,0,0,0,0,15,9.98943586467249,830
"Chevrolet","Blazer","2004","regular",190,"6","AUTOMATIC","rear wheel drive",4,"N/A","Midsize","suv",19,14,1385,25230,0,0,0,0,0,0,0,0,0,14,10.1357890416351,834
"Chevrolet","Blazer","2004","regular",190,"6","AUTOMATIC","four wheel drive",4,"N/A","Midsize","suv",17,13,1385,27230,0,0,0,0,0,0,0,0,0,14,10.2120745856678,835
"Chevrolet","Blazer","2004","regular",190,"6","MANUAL","rear wheel drive",2,"N/A","Compact","suv",19,14,1385,22155,0,0,0,0,0,0,0,0,0,14,10.0058184836336,837
"Chevrolet","Blazer","2005","regular",190,"6","MANUAL","four wheel drive",2,"N/A","Compact","suv",17,13,1385,24305,0,0,0,0,0,0,0,0,0,13,10.0984373694796,838
"Chevrolet","Blazer","2005","regular",190,"6","MANUAL","rear wheel drive",2,"N/A","Compact","suv",20,14,1385,21305,0,0,0,0,0,0,0,0,0,13,9.96669706593401,839
"Chevrolet","Blazer","2005","regular",190,"6","AUTOMATIC","rear wheel drive",4,"N/A","Midsize","suv",20,15,1385,25480,0,0,0,0,0,0,0,0,0,13,10.1456491096861,840
"Pontiac","Bonneville","2003","regular",205,"6","AUTOMATIC","front wheel drive",4,"N/A","Large","car",27,17,210,28182.5,0,0,0,0,0,0,0,0,0,15,10.2464564969187,842
"Pontiac","Bonneville","2003","regular",240,"6","AUTOMATIC","front wheel drive",4,"Performance","Large","car",25,16,210,34020,0,0,1,0,0,0,0,0,0,15,10.4347038659499,843
"Pontiac","Bonneville","2004","regular",205,"6","AUTOMATIC","front wheel drive",4,"N/A","Large","car",27,18,210,28610,0,0,0,0,0,0,0,0,0,14,10.2615115860442,844
"Pontiac","Bonneville","2004","regular",275,"8","AUTOMATIC","front wheel drive",4,"Performance","Large","car",22,15,210,35270,0,0,1,0,0,0,0,0,0,14,10.4707880232301,845
"Pontiac","Bonneville","2005","regular",275,"8","AUTOMATIC","front wheel drive",4,"Performance","Large","car",22,15,210,35585,0,0,1,0,0,0,0,0,0,13,10.4796794797334,846
"Pontiac","Bonneville","2005","regular",205,"6","AUTOMATIC","front wheel drive",4,"N/A","Large","car",27,18,210,29157.5,0,0,0,0,0,0,0,0,0,13,10.2804674485652,847
"Kia","Borrego","2009","regular",337,"8","AUTOMATIC","rear wheel drive",4,"N/A","Midsize","suv",22,15,1720,34495,0,0,0,0,0,0,0,0,0,9,10.4485696649802,848
"Kia","Borrego","2009","regular",276,"6","AUTOMATIC","rear wheel drive",4,"N/A","Midsize","suv",21,17,1720,27120,0,0,0,0,0,0,0,0,0,9,10.2080267420543,849
"Kia","Borrego","2009","regular",276,"6","AUTOMATIC","four wheel drive",4,"N/A","Midsize","suv",21,16,1720,29145,0,0,0,0,0,0,0,0,0,9,10.2800386504796,850
"Kia","Borrego","2009","regular",337,"8","AUTOMATIC","four wheel drive",4,"N/A","Midsize","suv",20,15,1720,34661.6666666667,0,0,0,0,0,0,0,0,0,9,10.4533896482839,851
"Porsche","Boxster","2014","regular",315,"6","MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","car",28,20,1715,62100,0,1,1,0,0,0,0,0,0,4,11.0365012679216,852
"Porsche","Boxster","2014","regular",265,"6","MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","car",30,20,1715,50400,0,1,1,0,0,0,0,0,0,4,10.8277464540595,853
"Porsche","Boxster","2015","regular",330,"6","MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","car",26,19,1715,73500,0,1,1,0,0,0,0,0,0,3,11.2050406852009,854
"Porsche","Boxster","2015","regular",315,"6","MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","car",28,20,1715,63300,0,1,1,0,0,0,0,0,0,3,11.0556406081323,855
"Porsche","Boxster","2015","regular",265,"6","MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","car",30,20,1715,51400,0,1,1,0,0,0,0,0,0,3,10.8473934514433,856
"Porsche","Boxster","2016","regular",330,"6","MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","car",26,19,1715,74600,0,1,1,0,0,0,0,0,0,2,11.2198957861919,857
"Porsche","Boxster","2016","regular",315,"6","MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","car",28,20,1715,63900,0,1,1,0,0,0,0,0,0,2,11.0650746403656,858
"Porsche","Boxster","2016","regular",265,"6","MANUAL","rear wheel drive",2,"Luxury,High-Performance","Compact","car",30,20,1715,52100,0,1,1,0,0,0,0,0,0,2,10.8609202277415,859
"Oldsmobile","Bravada","2002","regular",270,"6","AUTOMATIC","rear wheel drive",4,"N/A","Midsize","suv",20,14,26,32437.5,0,0,0,0,0,0,0,0,0,16,10.3870704399082,861
"Oldsmobile","Bravada","2003","regular",275,"6","AUTOMATIC","rear wheel drive",4,"N/A","Midsize","suv",20,14,26,33395,0,0,0,0,0,0,0,0,0,15,10.4161614671597,862
"Oldsmobile","Bravada","2003","regular",275,"6","AUTOMATIC","all wheel drive",4,"N/A","Midsize","suv",19,13,26,35345,0,0,0,0,0,0,0,0,0,15,10.4729122186051,863
"Oldsmobile","Bravada","2004","regular",275,"6","AUTOMATIC","all wheel drive",4,"N/A","Midsize","suv",19,14,26,35870,0,0,0,0,0,0,0,0,0,14,10.4876565705263,865
"Bentley","Brooklands","2009","regular",530,"8","AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,High-Performance","Large","car",14,10,520,340990,0,1,1,0,0,0,0,1,0,9,12.7396084303225,866
"Bentley","Brooklands","2010","regular",530,"8","AUTOMATIC","rear wheel drive",2,"Exotic,Luxury,High-Performance","Large","car",15,9,520,340990,0,1,1,0,0,0,0,1,0,8,12.7396084303225,867
"Subaru","BRZ","2015","regular",200,"4","AUTOMATIC","rear wheel drive",2,"Performance","Compact","car",34,25,640,28795,0,0,1,0,0,0,0,0,0,3,10.2679570399408,869
"Subaru","BRZ","2016","regular",200,"4","MANUAL","rear wheel drive",2,"Performance","Compact","car",30,22,640,26826.6666666667,0,0,1,0,0,0,0,0,0,2,10.1971516966655,870
"Subaru","BRZ","2016","regular",200,"4","AUTOMATIC","rear wheel drive",2,"Performance","Compact","car",34,25,640,28495,0,0,1,0,0,0,0,0,0,2,10.2574839122691,871
"Subaru","BRZ","2017","regular",200,"4","AUTOMATIC","rear wheel drive",2,"Performance","Compact","car",33,24,640,28745,0,0,1,0,0,0,0,0,0,1,10.2662191180574,872
"Subaru","BRZ","2017","regular",205,"4","MANUAL","rear wheel drive",2,"Performance","Compact","car",29,21,640,27611.6666666667,0,0,1,0,0,0,0,0,0,1,10.2259936677045,873
"Mercedes-Benz","C-Class","2015","regular",241,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",31,24,617,40725,0,1,0,0,0,0,0,0,0,3,10.6145974334702,874
"Mercedes-Benz","C-Class","2015","regular",302,"6","AUTOMATIC","all wheel drive",2,"Luxury,Performance","Compact","car",27,19,617,46050,0,1,1,0,0,0,0,0,0,3,10.7374830416835,875
"Mercedes-Benz","C-Class","2015","regular",451,"8","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Compact","car",19,13,617,62950,1,1,1,0,0,0,0,0,0,3,11.0500960394725,877
"Mercedes-Benz","C-Class","2015","regular",241,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",34,25,617,39341.6666666667,0,1,0,0,0,0,0,0,0,3,10.5800394567464,878
"Mercedes-Benz","C-Class","2015","regular",302,"6","AUTOMATIC","rear wheel drive",2,"Luxury,High-Performance","Compact","car",28,20,617,44050,0,1,1,0,0,0,0,0,0,3,10.6930806313643,879
"Mercedes-Benz","C-Class","2015","regular",329,"6","AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Midsize","car",29,21,617,48590,0,1,1,0,0,0,0,0,0,3,10.7911730273999,880
"Mercedes-Benz","C-Class","2015","regular",503,"8","AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","car",25,18,617,71900,1,1,1,0,0,0,0,0,0,3,11.1830315437091,881
"Mercedes-Benz","C-Class","2015","regular",201,"4","AUTOMATIC","rear wheel drive",2,"Luxury","Compact","car",31,22,617,39400,0,1,0,0,0,0,0,0,0,3,10.581521095286,883
"Mercedes-Benz","C-Class","2016","regular",241,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",31,24,617,41783.3333333333,0,1,0,0,0,0,0,0,0,2,10.6402528149183,884
"Mercedes-Benz","C-Class","2016","regular",362,"6","AUTOMATIC","all wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","car",29,21,617,50800,1,1,1,0,0,0,0,0,0,2,10.8356516335666,885
"Mercedes-Benz","C-Class","2016","regular",241,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",34,25,617,39783.3333333333,0,1,0,0,0,0,0,0,0,2,10.5912033430989,886
"Mercedes-Benz","C-Class","2016","regular",503,"8","AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","car",25,18,617,73250,1,1,1,0,0,0,0,0,0,2,11.2016335268793,887
"Mercedes-Benz","C-Class","2016","regular",469,"8","AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","car",25,18,617,65250,1,1,1,0,0,0,0,0,0,2,11.0859813251849,888
"Mercedes-Benz","C-Class","2017","regular",241,"4","AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","car",34,24,617,40341.6666666667,0,1,0,0,0,0,0,0,0,1,10.6051401261398,889
"Mercedes-Benz","C-Class","2017","regular",362,"6","AUTOMATIC","all wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","car",29,21,617,52000,1,1,1,0,0,0,0,0,0,1,10.8589989975636,890
"Mercedes-Benz","C-Class","2017","regular",503,"8","AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","car",24,18,617,72800,1,1,1,0,0,0,0,0,0,1,11.1954712341848,891
"Mercedes-Benz","C-Class","2017","regular",469,"8","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Midsize","car",23,17,617,67000,1,1,1,0,0,0,0,0,0,1,11.1124478983731,892
"Mercedes-Benz","C-Class","2017","regular",241,"4","AUTOMATIC","all wheel drive",2,"Luxury","Midsize","car",31,24,617,44650,0,1,0,0,0,0,0,0,0,1,10.7066095863046,893
"Mercedes-Benz","C-Class","2017","regular",241,"4","AUTOMATIC","rear wheel drive",2,"Luxury","Midsize","car",30,23,617,42650,0,1,0,0,0,0,0,0,0,1,10.6607825529198,894
"Mercedes-Benz","C-Class","2017","regular",241,"4","AUTOMATIC","all wheel drive",4,"Luxury","Midsize","car",31,24,617,42341.6666666667,0,1,0,0,0,0,0,0,0,1,10.6535269077938,895
"Mercedes-Benz","C-Class","2017","regular",469,"8","AUTOMATIC","rear wheel drive",4,"Factory Tuner,Luxury,High-Performance","Midsize","car",24,18,617,65200,1,1,1,0,0,0,0,0,0,1,11.0852147479147,896
"Mercedes-Benz","C-Class","2017","regular",503,"8","AUTOMATIC","rear wheel drive",2,"Factory Tuner,Luxury,High-Performance","Midsize","car",23,17,617,75000,1,1,1,0,0,0,0,0,0,1,11.2252433925184,897
"Mercedes-Benz","C-Class","2017","regular",241,"4","AUTOMATIC","all wheel drive",2,"Luxury","Midsize","car",29,22,617,52900,0,1,0,0,0,0,0,0,0,1,10.8761586178464,898
"Ford","C-Max Hybrid","2016","regular",188,"4","AUTOMATIC","front wheel drive",4,"Hybrid","Compact","car",37,42,5657,25670,0,0,0,0,0,1,0,0,0,2,10.1530782738652,901
"Volvo","C30","2011","regular",227,"5","MANUAL","front wheel drive",2,"Hatchback,Luxury","Compact","car",29,21,870,24700,0,1,0,0,1,0,0,0,0,7,10.1145585226161,903
"Volvo","C30","2011","regular",227,"5","MANUAL","front wheel drive",2,"Hatchback,Luxury,Performance","Compact","car",29,21,870,27100,0,1,1,0,1,0,0,0,0,7,10.2072890068678,904
"Volvo","C30","2012","regular",227,"5","MANUAL","front wheel drive",2,"Hatchback,Luxury","Compact","car",29,21,870,24950,0,1,0,0,1,0,0,0,0,6,10.1246291011797,906
"Volvo","C30","2013","regular",227,"5","MANUAL","front wheel drive",2,"Hatchback,Luxury","Compact","car",29,21,870,25500,0,1,0,0,1,0,0,0,0,5,10.1464337311465,907
"Volvo","C30","2013","regular",227,"5","MANUAL","front wheel drive",2,"Hatchback,Luxury,Performance","Compact","car",29,21,870,27850,0,1,1,0,1,0,0,0,0,5,10.2345882453554,908
"Volvo","C70","2011","regular",227,"5","AUTOMATIC","front wheel drive",2,"Luxury","Compact","car",28,19,870,39950,0,1,0,0,0,0,0,0,0,7,10.5953839511944,909
"Volvo","C70","2012","regular",227,"5","AUTOMATIC","front wheel drive",2,"Luxury","Compact","car",28,18,870,40450,0,1,0,0,0,0,0,0,0,6,10.6078219224866,910
"Volvo","C70","2013","regular",227,"5","AUTOMATIC","front wheel drive",2,"Luxury","Compact","car",28,19,870,41200,0,1,0,0,0,0,0,0,0,5,10.6261935353376,911
"Spyker","C8","2009","regular",400,"8","MANUAL","rear wheel drive",2,"Exotic,High-Performance","Compact","car",18,13,2,214990,0,0,1,0,0,0,0,1,0,9,12.2783467944002,912
"Volkswagen","Cabrio","2001","regular",115,"4","MANUAL","front wheel drive",2,"N/A","Compact","car",28,21,873,20833.3333333333,0,0,0,0,0,0,0,0,0,17,9.94430954705638,913
