"","Make","Model","Year","Engine_Fuel_Type","Engine_HP","Engine_Cylinders","Transmission_Type","Driven_Wheels","Number_of_Doors","Market_Category","Vehicle_Size","Vehicle_Style","highway_MPG","city_mpg","Popularity","MSRP","obs_number"
"988","Volvo","940",1994,"regular unleaded",114,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",24,17,870,2000,715
"989","Volvo","940",1994,"regular unleaded",114,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",24,17,870,2000,716
"990","Volvo","940",1994,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,17,870,2000,717
"991","Volvo","940",1994,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",22,17,870,2000,718
"992","Volvo","940",1995,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",22,17,870,2000,719
"993","Volvo","940",1995,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",24,17,870,2000,720
"994","Volvo","940",1995,"regular unleaded",162,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",22,17,870,2000,721
"995","Volvo","940",1995,"regular unleaded",114,4,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",24,17,870,2000,722
"996","Porsche","944",1990,"regular unleaded",208,4,"MANUAL","rear wheel drive",2,"Hatchback,Luxury,Performance","Compact","2dr Hatchback",24,15,1715,2667,723
"997","Porsche","944",1990,"regular unleaded",208,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",24,15,1715,3083,724
"998","Porsche","944",1991,"regular unleaded",208,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",24,15,1715,3578,725
"999","Porsche","944",1991,"regular unleaded",208,4,"MANUAL","rear wheel drive",2,"Hatchback,Luxury,Performance","Compact","2dr Hatchback",24,15,1715,3047,726
"1000","Volvo","960",1995,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",23,15,870,2000,727
"1001","Volvo","960",1995,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",23,15,870,2000,728
"1002","Volvo","960",1996,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",24,16,870,2000,729
"1003","Volvo","960",1996,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",24,16,870,2000,730
"1004","Volvo","960",1997,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Wagon",24,16,870,2000,731
"1005","Volvo","960",1997,"regular unleaded",181,6,"AUTOMATIC","rear wheel drive",4,"Luxury","Midsize","Sedan",24,16,870,2000,732
"1006","Porsche","968",1993,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",24,15,1715,4651,733
"1007","Porsche","968",1993,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",24,15,1715,3839,734
"1008","Porsche","968",1994,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",24,15,1715,4191,735
"1009","Porsche","968",1994,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",24,15,1715,4878,736
"1010","Porsche","968",1995,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Coupe",24,15,1715,4723,737
"1011","Porsche","968",1995,"regular unleaded",236,4,"MANUAL","rear wheel drive",2,"Luxury,Performance","Compact","Convertible",24,15,1715,5576,738
"1012","Audi","A3",2015,"diesel",150,4,"AUTOMATED_MANUAL","front wheel drive",4,"Diesel,Luxury","Compact","Sedan",43,31,3105,36266.6666666667,739
"1014","Audi","A3",2015,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",33,24,3105,36866.6666666667,740
"1015","Audi","A3",2015,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",35,24,3105,39266.6666666667,741
"1016","Audi","A3",2015,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",33,23,3105,33566.6666666667,742
"1021","Audi","A3",2015,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",32,23,3105,42266.6666666667,743
"1027","Audi","A3",2016,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",33,24,3105,37962.5,744
"1028","Audi","A3",2016,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",32,23,3105,43362.5,745
"1030","Audi","A3",2016,"diesel",150,4,"AUTOMATED_MANUAL","front wheel drive",4,"Diesel,Luxury","Compact","Sedan",43,31,3105,36962.5,746
"1032","Audi","A3",2016,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",35,24,3105,40362.5,747
"1034","Audi","A3",2016,"premium unleaded (recommended)",170,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",33,23,3105,34662.5,748
"1047","Audi","A3",2017,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Compact","Sedan",35,26,3105,38266.6666666667,749
"1048","Audi","A3",2017,"premium unleaded (recommended)",186,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Compact","Sedan",35,26,3105,35266.6666666667,750
"1050","Audi","A3",2017,"premium unleaded (recommended)",186,4,"AUTOMATED_MANUAL","front wheel drive",2,"Luxury","Compact","Convertible",34,25,3105,41666.6666666667,751
"1052","Audi","A3",2017,"premium unleaded (recommended)",220,4,"AUTOMATED_MANUAL","all wheel drive",2,"Luxury","Compact","Convertible",34,25,3105,44366.6666666667,752
"1059","Audi","A4 allroad",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury","Midsize","Wagon",28,23,3105,47466.6666666667,753
"1062","Audi","A4",2015,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",31,22,3105,40766.6666666667,754
"1064","Audi","A4",2015,"premium unleaded (required)",220,4,"MANUAL","all wheel drive",4,"Luxury","Midsize","Sedan",32,22,3105,39566.6666666667,755
"1065","Audi","A4",2015,"premium unleaded (required)",220,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",32,24,3105,38666.6666666667,756
"1071","Audi","A4",2016,"premium unleaded (required)",220,4,"MANUAL","all wheel drive",4,"Luxury","Midsize","Sedan",32,22,3105,38050,757
"1072","Audi","A4",2016,"premium unleaded (required)",220,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",31,22,3105,36950,758
"1073","Audi","A4",2016,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",31,22,3105,39050,759
"1077","Audi","A4",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury,Performance","Midsize","Sedan",33,25,3105,41433.3333333333,760
"1078","Audi","A4",2017,"premium unleaded (recommended)",190,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",37,27,3105,37150,761
"1079","Audi","A4",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,24,3105,43237.5,762
"1087","Audi","A5",2016,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",2,"Luxury","Midsize","Coupe",31,22,3105,42650,763
"1089","Audi","A5",2016,"premium unleaded (required)",220,4,"AUTOMATIC","all wheel drive",2,"Luxury","Midsize","Convertible",29,21,3105,49050,764
"1091","Audi","A5",2016,"premium unleaded (required)",220,4,"MANUAL","all wheel drive",2,"Luxury","Midsize","Coupe",32,22,3105,41650,765
"1093","Audi","A5",2017,"flex-fuel (premium unleaded recommended/E85)",220,4,"MANUAL","all wheel drive",2,"Flex Fuel,Luxury","Midsize","Coupe",32,23,3105,41200,766
"1094","Audi","A5",2017,"flex-fuel (premium unleaded recommended/E85)",220,4,"AUTOMATIC","all wheel drive",2,"Flex Fuel,Luxury","Midsize","Convertible",21,15,3105,48600,767
"1095","Audi","A5",2017,"flex-fuel (premium unleaded recommended/E85)",220,4,"AUTOMATIC","all wheel drive",2,"Flex Fuel,Luxury","Midsize","Coupe",22,15,3105,42200,768
"1096","Audi","A6",2015,"diesel",240,6,"AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","Sedan",38,24,3105,60600,769
"1097","Audi","A6",2015,"premium unleaded (recommended)",220,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",29,20,3105,48675,770
"1098","Audi","A6",2015,"premium unleaded (recommended)",220,4,"AUTOMATIC","front wheel drive",4,"Luxury","Midsize","Sedan",33,25,3105,46575,771
"1099","Audi","A6",2015,"premium unleaded (required)",310,6,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",27,18,3105,58200,772
"1104","Audi","A6",2016,"premium unleaded (recommended)",252,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",32,22,3105,50250,773
"1105","Audi","A6",2016,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",35,24,3105,48050,774
"1107","Audi","A6",2016,"diesel",240,6,"AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Midsize","Sedan",38,25,3105,61600,775
"1108","Audi","A6",2016,"premium unleaded (required)",333,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",30,20,3105,59500,776
"1112","Audi","A6",2017,"premium unleaded (recommended)",252,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",31,22,3105,53800,777
"1113","Audi","A6",2017,"premium unleaded (required)",333,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,22,3105,61600,778
"1114","Audi","A6",2017,"premium unleaded (required)",340,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",31,22,3105,67600,779
"1115","Audi","A6",2017,"premium unleaded (required)",333,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Midsize","Sedan",29,21,3105,58600,780
"1116","Audi","A6",2017,"premium unleaded (recommended)",252,4,"AUTOMATIC","all wheel drive",4,"Luxury","Midsize","Sedan",32,22,3105,49800,781
"1117","Audi","A6",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",35,24,3105,51600,782
"1118","Audi","A6",2017,"premium unleaded (recommended)",252,4,"AUTOMATED_MANUAL","front wheel drive",4,"Luxury","Midsize","Sedan",34,24,3105,47600,783
"1119","Audi","A7",2015,"premium unleaded (required)",310,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",28,18,3105,67825,784
"1121","Audi","A7",2015,"diesel",240,6,"AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Large","Sedan",38,24,3105,70225,785
"1123","Audi","A7",2016,"diesel",240,6,"AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Large","Sedan",38,25,3105,70400,786
"1124","Audi","A7",2016,"premium unleaded (required)",333,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",30,20,3105,69625,787
"1125","Audi","A7",2016,"diesel",240,6,"AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Large","Sedan",35,24,3105,73050,788
"1127","Audi","A7",2017,"premium unleaded (required)",333,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",29,21,3105,70075,789
"1129","Audi","A8",2016,"diesel",240,6,"AUTOMATIC","all wheel drive",4,"Diesel,Luxury","Large","Sedan",36,24,3105,85200,790
"1130","Audi","A8",2016,"premium unleaded (required)",500,12,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Large","Sedan",22,14,3105,137900,791
"1131","Audi","A8",2016,"premium unleaded (required)",450,8,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Large","Sedan",29,18,3105,90500,792
"1132","Audi","A8",2016,"premium unleaded (required)",333,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",28,18,3105,81500,793
"1133","Audi","A8",2017,"premium unleaded (required)",450,8,"AUTOMATIC","all wheel drive",4,"Luxury,High-Performance","Large","Sedan",29,18,3105,91500,794
"1134","Audi","A8",2017,"premium unleaded (required)",333,6,"AUTOMATIC","all wheel drive",4,"Luxury,Performance","Large","Sedan",29,19,3105,82500,795
"1135","GMC","Acadia Limited",2017,"regular unleaded",281,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,549,43850,796
"1136","GMC","Acadia Limited",2017,"regular unleaded",281,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,549,45850,797
"1137","GMC","Acadia",2015,"regular unleaded",281,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",24,17,549,38361.25,798
"1139","GMC","Acadia",2015,"regular unleaded",281,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",23,16,549,40361.25,799
"1143","GMC","Acadia",2015,"regular unleaded",288,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",24,17,549,47690,800
"1145","GMC","Acadia",2015,"regular unleaded",288,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",23,16,549,49690,801
"1147","GMC","Acadia",2016,"regular unleaded",281,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,549,37044,802
"1148","GMC","Acadia",2016,"regular unleaded",281,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,549,40561.25,803
"1152","GMC","Acadia",2016,"regular unleaded",288,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,549,49890,804
"1155","GMC","Acadia",2016,"regular unleaded",288,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",22,15,549,47890,805
"1158","GMC","Acadia",2017,"regular unleaded",194,4,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",26,21,549,33735,806
"1159","GMC","Acadia",2017,"regular unleaded",310,6,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",25,18,549,44040,807
"1162","GMC","Acadia",2017,"regular unleaded",194,4,"AUTOMATIC","all wheel drive",4,"Crossover","Midsize","4dr SUV",25,21,549,35760,808
"1166","GMC","Acadia",2017,"regular unleaded",310,6,"AUTOMATIC","front wheel drive",4,"Crossover","Midsize","4dr SUV",25,18,549,43335,809
"1169","Hyundai","Accent",2014,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",37,27,1439,16745,810
"1170","Hyundai","Accent",2014,"regular unleaded",138,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",38,27,1439,15645,811
"1171","Hyundai","Accent",2014,"regular unleaded",138,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",37,27,1439,15645,812
"1173","Hyundai","Accent",2014,"regular unleaded",138,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",38,27,1439,14645,813
"1175","Hyundai","Accent",2015,"regular unleaded",137,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",38,27,1439,14745,814
"1176","Hyundai","Accent",2015,"regular unleaded",137,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",38,27,1439,15745,815
"1177","Hyundai","Accent",2015,"regular unleaded",137,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",37,26,1439,15745,816
"1178","Hyundai","Accent",2015,"regular unleaded",137,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",37,26,1439,16845,817
"1181","Hyundai","Accent",2016,"regular unleaded",137,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",37,26,1439,15745,818
"1182","Hyundai","Accent",2016,"regular unleaded",137,4,"AUTOMATIC","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",37,26,1439,16845,819
"1184","Hyundai","Accent",2016,"regular unleaded",137,4,"MANUAL","front wheel drive",4,"Hatchback","Compact","4dr Hatchback",38,27,1439,15745,820
"1185","Hyundai","Accent",2016,"regular unleaded",137,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",38,27,1439,14745,821
"1187","Plymouth","Acclaim",1993,"regular unleaded",100,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",29,22,535,2000,822
"1188","Plymouth","Acclaim",1994,"regular unleaded",106,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",25,19,535,2000,823
"1189","Plymouth","Acclaim",1995,"regular unleaded",100,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",26,19,535,2000,824
"1190","Honda","Accord Crosstour",2010,"regular unleaded",271,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hatchback","Midsize","4dr Hatchback",25,17,2202,35120,825
"1192","Honda","Accord Crosstour",2010,"regular unleaded",271,6,"AUTOMATIC","front wheel drive",4,"Crossover,Hatchback","Midsize","4dr Hatchback",27,18,2202,32336.6666666667,826
"1195","Honda","Accord Crosstour",2011,"regular unleaded",271,6,"AUTOMATIC","front wheel drive",4,"Crossover,Hatchback","Midsize","4dr Hatchback",27,18,2202,32656.6666666667,827
"1197","Honda","Accord Crosstour",2011,"regular unleaded",271,6,"AUTOMATIC","all wheel drive",4,"Crossover,Hatchback","Midsize","4dr Hatchback",26,18,2202,35440,828
"1200","Honda","Accord Hybrid",2014,"regular unleaded",195,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","Sedan",45,50,2202,31988.3333333333,829
"1203","Honda","Accord Hybrid",2015,"regular unleaded",196,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","Sedan",45,50,2202,32138.3333333333,830
"1206","Honda","Accord Hybrid",2017,"regular unleaded",212,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","Sedan",47,49,2202,32821.6666666667,831
"1209","Honda","Accord Plug-In Hybrid",2014,"regular unleaded",196,4,"AUTOMATIC","front wheel drive",4,"Hybrid","Midsize","Sedan",46,47,2202,39780,832
"1210","Honda","Accord",2015,"regular unleaded",278,6,"MANUAL","front wheel drive",2,"Performance","Midsize","Coupe",28,18,2202,31662.5,833
"1211","Honda","Accord",2015,"regular unleaded",278,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",34,21,2202,32131.6666666667,834
"1212","Honda","Accord",2015,"regular unleaded",278,6,"AUTOMATIC","front wheel drive",2,"Performance","Midsize","Coupe",32,21,2202,31662.5,835
"1213","Honda","Accord",2015,"regular unleaded",185,4,"MANUAL","front wheel drive",2,"N/A","Midsize","Coupe",34,24,2202,24612.5,836
"1214","Honda","Accord",2015,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",35,26,2202,27422.5,837
"1215","Honda","Accord",2015,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",36,27,2202,26837.5,838
"1218","Honda","Accord",2015,"regular unleaded",189,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",35,26,2202,24665,839
"1219","Honda","Accord",2015,"regular unleaded",185,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",34,24,2202,23567.5,840
"1229","Honda","Accord",2015,"regular unleaded",189,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",34,24,2202,23865,841
"1231","Honda","Accord",2016,"regular unleaded",278,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",34,21,2202,31745,842
"1232","Honda","Accord",2016,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",37,27,2202,26685,843
"1233","Honda","Accord",2016,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",35,26,2202,27473.3333333333,844
"1234","Honda","Accord",2016,"regular unleaded",189,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",35,26,2202,25565,845
"1237","Honda","Accord",2016,"regular unleaded",278,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",34,21,2202,34680,846
"1240","Honda","Accord",2016,"regular unleaded",189,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",34,23,2202,24265,847
"1243","Honda","Accord",2016,"regular unleaded",185,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",34,23,2202,23892.5,848
"1245","Honda","Accord",2016,"regular unleaded",185,4,"MANUAL","front wheel drive",2,"N/A","Midsize","Coupe",34,23,2202,24937.5,849
"1251","Honda","Accord",2016,"regular unleaded",278,6,"MANUAL","front wheel drive",2,"Performance","Midsize","Coupe",28,18,2202,31025,850
"1252","Honda","Accord",2016,"regular unleaded",278,6,"AUTOMATIC","front wheel drive",2,"Performance","Midsize","Coupe",32,21,2202,32758.3333333333,851
"1257","Honda","Accord",2017,"regular unleaded",189,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",34,26,2202,25715,852
"1258","Honda","Accord",2017,"regular unleaded",185,4,"MANUAL","front wheel drive",2,"N/A","Midsize","Coupe",32,23,2202,25087.5,853
"1259","Honda","Accord",2017,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",2,"N/A","Midsize","Coupe",34,26,2202,27623.3333333333,854
"1260","Honda","Accord",2017,"regular unleaded",185,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",32,23,2202,24042.5,855
"1261","Honda","Accord",2017,"regular unleaded",278,6,"AUTOMATIC","front wheel drive",4,"Performance","Midsize","Sedan",33,21,2202,34830,856
"1263","Honda","Accord",2017,"regular unleaded",278,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",33,21,2202,31895,857
"1265","Honda","Accord",2017,"regular unleaded",185,4,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",36,27,2202,26835,858
"1268","Honda","Accord",2017,"regular unleaded",278,6,"AUTOMATIC","front wheel drive",2,"Performance","Midsize","Coupe",32,21,2202,32908.3333333333,859
"1271","Honda","Accord",2017,"regular unleaded",278,6,"MANUAL","front wheel drive",2,"Performance","Midsize","Coupe",28,18,2202,31175,860
"1274","Honda","Accord",2017,"regular unleaded",189,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",32,23,2202,24915,861
"1285","Oldsmobile","Achieva",1996,"regular unleaded",150,4,"MANUAL","front wheel drive",4,"N/A","Midsize","Sedan",30,20,26,2000,862
"1286","Oldsmobile","Achieva",1996,"regular unleaded",150,4,"MANUAL","front wheel drive",2,"N/A","Midsize","Coupe",30,20,26,2000,863
"1287","Oldsmobile","Achieva",1997,"regular unleaded",150,4,"UNKNOWN","front wheel drive",2,"N/A","Midsize","Coupe",29,19,26,2000,864
"1288","Oldsmobile","Achieva",1997,"regular unleaded",150,4,"UNKNOWN","front wheel drive",4,"N/A","Midsize","Sedan",29,19,26,2000,865
"1289","Oldsmobile","Achieva",1998,"regular unleaded",150,6,"AUTOMATIC","front wheel drive",4,"N/A","Midsize","Sedan",27,18,26,2000,866
"1290","BMW","ActiveHybrid 5",2014,"premium unleaded (required)",335,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance,Hybrid","Large","Sedan",30,23,3916,61400,867
"1291","BMW","ActiveHybrid 5",2015,"premium unleaded (required)",335,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance,Hybrid","Large","Sedan",30,23,3916,61900,868
"1292","BMW","ActiveHybrid 5",2016,"premium unleaded (required)",335,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance,Hybrid","Large","Sedan",30,23,3916,62100,869
"1293","BMW","ActiveHybrid 7",2013,"premium unleaded (required)",350,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance,Hybrid","Large","Sedan",30,22,3916,84300,870
"1294","BMW","ActiveHybrid 7",2014,"premium unleaded (required)",350,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance,Hybrid","Large","Sedan",30,22,3916,84300,871
"1295","BMW","ActiveHybrid 7",2015,"premium unleaded (required)",335,6,"AUTOMATIC","rear wheel drive",4,"Luxury,Performance,Hybrid","Large","Sedan",30,22,3916,84300,872
"1296","BMW","ActiveHybrid X6",2010,"premium unleaded (required)",480,8,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Performance,Hybrid","Midsize","4dr SUV",19,17,3916,88900,873
"1297","BMW","ActiveHybrid X6",2011,"premium unleaded (required)",480,8,"AUTOMATIC","all wheel drive",4,"Crossover,Luxury,Performance,Hybrid","Midsize","4dr SUV",19,17,3916,88900,874
"1298","Suzuki","Aerio",2005,"regular unleaded",155,4,"AUTOMATIC","all wheel drive",4,"N/A","Compact","Sedan",26,21,481,17299,875
"1299","Suzuki","Aerio",2005,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",28,22,481,16349,876
"1300","Suzuki","Aerio",2005,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",28,22,481,15699,877
"1301","Suzuki","Aerio",2005,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",28,22,481,14749,878
"1303","Suzuki","Aerio",2005,"regular unleaded",155,4,"AUTOMATIC","all wheel drive",4,"N/A","Compact","Wagon",26,21,481,17599,879
"1305","Suzuki","Aerio",2005,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",26,21,481,16849,880
"1307","Suzuki","Aerio",2005,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",28,22,481,15199,881
"1308","Suzuki","Aerio",2005,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",26,21,481,16549,882
"1312","Suzuki","Aerio",2006,"regular unleaded",155,4,"AUTOMATIC","all wheel drive",4,"N/A","Compact","Wagon",26,21,481,16849,883
"1313","Suzuki","Aerio",2006,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Wagon",28,22,481,15849,884
"1314","Suzuki","Aerio",2006,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",28,22,481,15499,885
"1315","Suzuki","Aerio",2006,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",28,22,481,14599,886
"1316","Suzuki","Aerio",2006,"regular unleaded",155,4,"AUTOMATIC","all wheel drive",4,"N/A","Compact","Sedan",26,21,481,16549,887
"1317","Suzuki","Aerio",2006,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"N/A","Compact","Wagon",28,22,481,14949,888
"1324","Suzuki","Aerio",2007,"regular unleaded",155,4,"MANUAL","front wheel drive",4,"N/A","Compact","Sedan",28,22,481,14299,889
"1325","Suzuki","Aerio",2007,"regular unleaded",155,4,"AUTOMATIC","all wheel drive",4,"N/A","Compact","Sedan",26,21,481,16749,890
"1327","Suzuki","Aerio",2007,"regular unleaded",155,4,"AUTOMATIC","front wheel drive",4,"N/A","Compact","Sedan",28,22,481,15749,891
